反擊 , 1 , 0.002165595390851762
駕放 , 1 , 0.0006728387153068638
日本首相 , 1 , 0.0006728387153068638
召駁 , 1 , 0.0006728387153068638
不过 , 1 , 0.001419217053079314
剁 , 1 , 0.0006728387153068638
割裂 , 1 , 0.0006728387153068638
這類 , 1 , 0.002165595390851762
這嘴 , 1 , 0.0006728387153068638
韩国 , 1 , 0.001419217053079314
有多愛 , 1 , 0.0006728387153068638
一道 , 1 , 0.0006728387153068638
认不清 , 1 , 0.0006728387153068638
这种 , 1 , 0.001419217053079314
改投 , 1 , 0.0006728387153068638
安康 , 1 , 0.0006728387153068638
危难 , 1 , 0.0006728387153068638
知 , 1 , 0.0029119737286242135
AB , 1 , 0.0006728387153068638
响亮 , 1 , 0.0006728387153068638
謾 , 0 , 0.011536181919305973
先黨爭 , 1 , 0.0006728387153068638
當勞工 , 1 , 0.0006728387153068638
﹖ , 1 , 0.002165595390851762
此任 , 0 , 0.0008630821742374442
一元 , 1 , 0.0044047304041691104
債務 , 1 , 0.001419217053079314
潛鑑 , 0 , 0.005731321148420193
綠營 , 1 , 0.002165595390851762
视野 , 1 , 0.0029119737286242135
早死 , 1 , 0.0006728387153068638
好點 , 1 , 0.0006728387153068638
共产党 , 1 , 0.002165595390851762
趨勢 , 0 , 0.008688444674859836
只会 , 1 , 0.0006728387153068638
宗主國 , 0 , 0.005731321148420193
測試 , 0 , 0.011536181919305973
並得 , 0 , 0.005731321148420193
扁朝 , 1 , 0.0006728387153068638
堪吞忍 , 1 , 0.0006728387153068638
類綠蟲 , 1 , 0.0006728387153068638
心動 , 1 , 0.0006728387153068638
贏家 , 1 , 0.0006728387153068638
强烈要求 , 1 , 0.001419217053079314
搞不好 , 1 , 0.0006728387153068638
陆慷 , 1 , 0.0006728387153068638
孰 , 1 , 0.001419217053079314
难道 , 1 , 0.0006728387153068638
稱 , 1 , 0.0029119737286242135
困擾 , 1 , 0.001419217053079314
深化 , 0 , 0.003297201661328819
迫火燒 , 1 , 0.0006728387153068638
歌名 , 1 , 0.0006728387153068638
月光 , 0 , 0.005731321148420193
改善 , 0 , 0.0008630821742374442
不久前 , 0 , 0.005731321148420193
野 , 1 , 0.002165595390851762
或許 , 0 , 0.003297201661328819
躲躲 , 1 , 0.0006728387153068638
醒醒 , 1 , 0.001419217053079314
心痛 , 1 , 0.0006728387153068638
狂印 , 1 , 0.0006728387153068638
習近平 , 0 , 0.02621241326951068
行政命令 , 1 , 0.0006728387153068638
小確幸 , 1 , 0.0006728387153068638
先查 , 1 , 0.001419217053079314
想表達 , 1 , 0.0006728387153068638
故的還 , 1 , 0.0006728387153068638
聖賢 , 0 , 0.005731321148420193
收通過 , 0 , 0.005731321148420193
2000年 , 1 , 0.0006728387153068638
驕傲 , 0 , 0.014310290095586835
無意 , 1 , 0.0006728387153068638
尋味 , 0 , 0.005731321148420193
土長 , 1 , 0.0006728387153068638
饒過 , 1 , 0.0006728387153068638
談漁權 , 1 , 0.0006728387153068638
迎向 , 0 , 0.005731321148420193
認知 , 1 , 0.002165595390851762
想不出 , 1 , 0.0006728387153068638
全出 , 1 , 0.0006728387153068638
总发 , 1 , 0.0006728387153068638
收 , 1 , 0.0036583520663966635
不給予 , 1 , 0.0006728387153068638
但懇 , 0 , 0.005731321148420193
傳遞 , 1 , 0.0006728387153068638
次長 , 1 , 0.002165595390851762
還敢講 , 1 , 0.0006728387153068638
由于 , 1 , 0.0006728387153068638
福利 , 1 , 0.0009876720251035206
25 , 1 , 0.0051511087419415635
潘夏 , 1 , 0.0006728387153068638
周边 , 1 , 0.0006728387153068638
晚上 , 1 , 0.002165595390851762
更惨 , 1 , 0.0006728387153068638
九二共識 , 0 , 0.00457950522698964
質問 , 1 , 0.0036583520663966635
砍掉 , 0 , 0.005731321148420193
給他 , 0 , 0.008414695049248178
這一點 , 0 , 0.003297201661328819
不培養 , 1 , 0.0006728387153068638
所換 , 0 , 0.017341042690191755
為期 , 0 , 0.005731321148420193
真可惡 , 1 , 0.0006728387153068638
親 , 0 , 0.011959455747964247
榮 , 1 , 0.0036583520663966635
王 , 1 , 0.005897487079714013
超出 , 1 , 0.0006728387153068638
bb , 0 , 0.02314590346107753
一刀 , 1 , 0.001419217053079314
習遠平 , 0 , 0.005731321148420193
穩住 , 0 , 0.005731321148420193
任重 , 0 , 0.011536181919305973
召回 , 1 , 0.0006728387153068638
终是 , 1 , 0.0006728387153068638
實習生 , 0 , 0.03741885489733282
無德亂 , 1 , 0.0006728387153068638
奴役 , 1 , 0.0006728387153068638
蝇 , 1 , 0.0006728387153068638
落地 , 1 , 0.0006728387153068638
鄉長 , 1 , 0.0006728387153068638
做得好 , 0 , 0.005731321148420193
撫 , 1 , 0.0006728387153068638
人道 , 1 , 0.0018686607737588067
炮制 , 1 , 0.001419217053079314
這會 , 1 , 0.0006728387153068638
代比 , 1 , 0.0006728387153068638
6 , 1 , 0.002793604825888805
意度僅 , 1 , 0.0006728387153068638
关于 , 1 , 0.0006728387153068638
